  100125/6000000: episode: 147, duration: 4.360s, episode steps: 511, steps per second: 117, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.386 [0.000, 5.000],  loss: 0.006741, mae: 0.023042, mean_q: 0.034233, mean_eps: 0.979987
 1373447/6000000: episode: 1959, duration: 15.996s, episode steps: 773, steps per second:  48, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.406 [0.000, 5.000],  loss: 0.011098, mae: 2.050204, mean_q: 2.470131, mean_eps: 0.725388
 1373819/6000000: episode: 1960, duration: 7.654s, episode steps: 372, steps per second:  49, episode reward:  9.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.642 [0.000, 5.000],  loss: 0.009751, mae: 2.051523, mean_q: 2.469483, mean_eps: 0.725274
 1374381/6000000: episode: 1961, duration: 12.185s, episode steps: 562, steps per second:  46, episode reward:  6.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.512 [0.000, 5.000],  loss: 0.011506, mae: 2.029833, mean_q: 2.443264, mean_eps: 0.725180
 1375643/6000000: episode: 1962, duration: 26.287s, episode steps: 1262, steps per second:  48, episode reward: 22.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.503 [0.000, 5.000],  loss: 0.011419, mae: 2.065088, mean_q: 2.486638, mean_eps: 0.724998
 1376151/6000000: episode: 1963, duration: 11.089s, episode steps: 508, steps per second:  46, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.335 [0.000, 5.000],  loss: 0.012662, mae: 2.069542, mean_q: 2.492590, mean_eps: 0.724821
 1376910/6000000: episode: 1964, duration: 16.838s, episode steps: 759, steps per second:  45, episode reward: 10.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.552 [0.000, 5.000],  loss: 0.010264, mae: 2.073329, mean_q: 2.495804, mean_eps: 0.724694
 1377575/6000000: episode: 1965, duration: 15.638s, episode steps: 665, steps per second:  43, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.394 [0.000, 5.000],  loss: 0.010091, mae: 2.075843, mean_q: 2.500589, mean_eps: 0.724552
 1378670/6000000: episode: 1966, duration: 24.038s, episode steps: 1095, steps per second:  46, episode reward: 23.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.573 [0.000, 5.000],  loss: 0.011291, mae: 2.069747, mean_q: 2.493618, mean_eps: 0.724376
 1379846/6000000: episode: 1967, duration: 25.375s, episode steps: 1176, steps per second:  46, episode reward: 24.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.669 [0.000, 5.000],  loss: 0.010975, mae: 2.075414, mean_q: 2.499589, mean_eps: 0.724148
 1381050/6000000: episode: 1968, duration: 26.236s, episode steps: 1204, steps per second:  46, episode reward: 28.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.428 [0.000, 5.000],  loss: 0.011544, mae: 2.061631, mean_q: 2.483628, mean_eps: 0.723910
 1381547/6000000: episode: 1969, duration: 10.336s, episode steps: 497, steps per second:  48, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.433 [0.000, 5.000],  loss: 0.012221, mae: 2.067374, mean_q: 2.490595, mean_eps: 0.723740
 1381931/6000000: episode: 1970, duration: 8.081s, episode steps: 384, steps per second:  48, episode reward:  7.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.609 [0.000, 5.000],  loss: 0.010676, mae: 2.073159, mean_q: 2.497483, mean_eps: 0.723652
 1382556/6000000: episode: 1971, duration: 13.616s, episode steps: 625, steps per second:  46, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.282 [0.000, 5.000],  loss: 0.010140, mae: 2.046954, mean_q: 2.464334, mean_eps: 0.723552
 1383061/6000000: episode: 1972, duration: 11.249s, episode steps: 505, steps per second:  45, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.396 [0.000, 5.000],  loss: 0.009439, mae: 2.066094, mean_q: 2.489239, mean_eps: 0.723438
 1383591/6000000: episode: 1973, duration: 12.057s, episode steps: 530, steps per second:  44, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.277 [0.000, 5.000],  loss: 0.011191, mae: 2.065706, mean_q: 2.486928, mean_eps: 0.723335
 1383970/6000000: episode: 1974, duration: 8.326s, episode steps: 379, steps per second:  46, episode reward:  8.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.691 [0.000, 5.000],  loss: 0.009315, mae: 2.058448, mean_q: 2.479260, mean_eps: 0.723244
 1384471/6000000: episode: 1975, duration: 10.692s, episode steps: 501, steps per second:  47, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.559 [0.000, 5.000],  loss: 0.011293, mae: 2.059351, mean_q: 2.477808, mean_eps: 0.723156
 1384999/6000000: episode: 1976, duration: 11.386s, episode steps: 528, steps per second:  46, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.330 [0.000, 5.000],  loss: 0.011647, mae: 2.059238, mean_q: 2.481366, mean_eps: 0.723053
 1385972/6000000: episode: 1977, duration: 21.748s, episode steps: 973, steps per second:  45, episode reward: 17.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.454 [0.000, 5.000],  loss: 0.012650, mae: 2.055877, mean_q: 2.475316, mean_eps: 0.722903
 1386491/6000000: episode: 1978, duration: 11.525s, episode steps: 519, steps per second:  45, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.713 [0.000, 5.000],  loss: 0.011837, mae: 2.056500, mean_q: 2.475457, mean_eps: 0.722754
 1387404/6000000: episode: 1979, duration: 23.888s, episode steps: 913, steps per second:  38, episode reward: 16.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.357 [0.000, 5.000],  loss: 0.011487, mae: 2.064107, mean_q: 2.484955, mean_eps: 0.722611
 1388281/6000000: episode: 1980, duration: 23.607s, episode steps: 877, steps per second:  37, episode reward: 20.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.637 [0.000, 5.000],  loss: 0.011823, mae: 2.065013, mean_q: 2.486708, mean_eps: 0.722432
 1389151/6000000: episode: 1981, duration: 20.559s, episode steps: 870, steps per second:  42, episode reward: 24.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.613 [0.000, 5.000],  loss: 0.010419, mae: 2.061952, mean_q: 2.483199, mean_eps: 0.722257
 1389659/6000000: episode: 1982, duration: 11.150s, episode steps: 508, steps per second:  46, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.669 [0.000, 5.000],  loss: 0.010894, mae: 2.060993, mean_q: 2.480801, mean_eps: 0.722119
 1390379/6000000: episode: 1983, duration: 15.610s, episode steps: 720, steps per second:  46, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.337 [0.000, 5.000],  loss: 0.010076, mae: 2.060432, mean_q: 2.481347, mean_eps: 0.721996
 1390952/6000000: episode: 1984, duration: 12.414s, episode steps: 573, steps per second:  46, episode reward: 14.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.356 [0.000, 5.000],  loss: 0.011505, mae: 2.082158, mean_q: 2.506448, mean_eps: 0.721867
 1391418/6000000: episode: 1985, duration: 14.471s, episode steps: 466, steps per second:  32, episode reward:  6.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.352 [0.000, 5.000],  loss: 0.012125, mae: 2.084287, mean_q: 2.509981, mean_eps: 0.721763
 1391939/6000000: episode: 1986, duration: 25.882s, episode steps: 521, steps per second:  20, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.459 [0.000, 5.000],  loss: 0.010881, mae: 2.069672, mean_q: 2.492043, mean_eps: 0.721664
 1392721/6000000: episode: 1987, duration: 18.093s, episode steps: 782, steps per second:  43, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.307 [0.000, 5.000],  loss: 0.010194, mae: 2.071869, mean_q: 2.497354, mean_eps: 0.721534
 1393245/6000000: episode: 1988, duration: 11.986s, episode steps: 524, steps per second:  44, episode reward:  2.000, mean reward:  0.004 [ 0.000,  1.000], mean action: 2.466 [0.000, 5.000],  loss: 0.011083, mae: 2.066439, mean_q: 2.490432, mean_eps: 0.721403
 1393801/6000000: episode: 1989, duration: 12.632s, episode steps: 556, steps per second:  44, episode reward: 11.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.746 [0.000, 5.000],  loss: 0.010603, mae: 2.059173, mean_q: 2.480603, mean_eps: 0.721295
 1394470/6000000: episode: 1990, duration: 14.549s, episode steps: 669, steps per second:  46, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.556 [0.000, 5.000],  loss: 0.011992, mae: 2.069857, mean_q: 2.493009, mean_eps: 0.721173
 1395210/6000000: episode: 1991, duration: 16.195s, episode steps: 740, steps per second:  46, episode reward: 14.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.547 [0.000, 5.000],  loss: 0.012812, mae: 2.049141, mean_q: 2.468811, mean_eps: 0.721032
 1396024/6000000: episode: 1992, duration: 17.866s, episode steps: 814, steps per second:  46, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.564 [0.000, 5.000],  loss: 0.010908, mae: 2.054934, mean_q: 2.472495, mean_eps: 0.720877
 1396641/6000000: episode: 1993, duration: 13.384s, episode steps: 617, steps per second:  46, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.567 [0.000, 5.000],  loss: 0.013032, mae: 2.048694, mean_q: 2.466322, mean_eps: 0.720734
 1397295/6000000: episode: 1994, duration: 13.799s, episode steps: 654, steps per second:  47, episode reward: 14.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.362 [0.000, 5.000],  loss: 0.013094, mae: 2.060700, mean_q: 2.482305, mean_eps: 0.720606
 1397666/6000000: episode: 1995, duration: 7.749s, episode steps: 371, steps per second:  48, episode reward:  7.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.577 [0.000, 5.000],  loss: 0.009921, mae: 2.036535, mean_q: 2.454574, mean_eps: 0.720504
 1398164/6000000: episode: 1996, duration: 11.095s, episode steps: 498, steps per second:  45, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.725 [0.000, 5.000],  loss: 0.010283, mae: 2.040371, mean_q: 2.457564, mean_eps: 0.720417
 1398765/6000000: episode: 1997, duration: 13.142s, episode steps: 601, steps per second:  46, episode reward: 11.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.644 [0.000, 5.000],  loss: 0.011388, mae: 2.037996, mean_q: 2.452963, mean_eps: 0.720307
 1399729/6000000: episode: 1998, duration: 20.767s, episode steps: 964, steps per second:  46, episode reward: 20.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.613 [0.000, 5.000],  loss: 0.010862, mae: 2.041277, mean_q: 2.459327, mean_eps: 0.720150
 1400587/6000000: episode: 1999, duration: 18.631s, episode steps: 858, steps per second:  46, episode reward: 21.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.355 [0.000, 5.000],  loss: 0.011077, mae: 2.078554, mean_q: 2.504116, mean_eps: 0.719968
 1400967/6000000: episode: 2000, duration: 8.498s, episode steps: 380, steps per second:  45, episode reward:  5.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.426 [0.000, 5.000],  loss: 0.011214, mae: 2.081026, mean_q: 2.505838, mean_eps: 0.719845
 1401350/6000000: episode: 2001, duration: 8.505s, episode steps: 383, steps per second:  45, episode reward:  7.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.345 [0.000, 5.000],  loss: 0.011863, mae: 2.074701, mean_q: 2.497877, mean_eps: 0.719768
 1402122/6000000: episode: 2002, duration: 15.843s, episode steps: 772, steps per second:  49, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.663 [0.000, 5.000],  loss: 0.009687, mae: 2.056149, mean_q: 2.475003, mean_eps: 0.719653
 1402761/6000000: episode: 2003, duration: 12.920s, episode steps: 639, steps per second:  49, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.452 [0.000, 5.000],  loss: 0.011365, mae: 2.075673, mean_q: 2.498746, mean_eps: 0.719512
 1403580/6000000: episode: 2004, duration: 18.748s, episode steps: 819, steps per second:  44, episode reward: 14.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.545 [0.000, 5.000],  loss: 0.011956, mae: 2.055531, mean_q: 2.473425, mean_eps: 0.719366
 1404582/6000000: episode: 2005, duration: 22.789s, episode steps: 1002, steps per second:  44, episode reward: 21.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.517 [0.000, 5.000],  loss: 0.010089, mae: 2.067395, mean_q: 2.490683, mean_eps: 0.719184
 1405397/6000000: episode: 2006, duration: 18.199s, episode steps: 815, steps per second:  45, episode reward: 14.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.452 [0.000, 5.000],  loss: 0.011261, mae: 2.077373, mean_q: 2.501642, mean_eps: 0.719002
 1406106/6000000: episode: 2007, duration: 15.507s, episode steps: 709, steps per second:  46, episode reward: 13.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.339 [0.000, 5.000],  loss: 0.011922, mae: 2.070885, mean_q: 2.493058, mean_eps: 0.718850
 1406849/6000000: episode: 2008, duration: 17.445s, episode steps: 743, steps per second:  43, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.396 [0.000, 5.000],  loss: 0.011775, mae: 2.068325, mean_q: 2.491869, mean_eps: 0.718704
 1407221/6000000: episode: 2009, duration: 9.270s, episode steps: 372, steps per second:  40, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.376 [0.000, 5.000],  loss: 0.011072, mae: 2.052340, mean_q: 2.471395, mean_eps: 0.718593
 1407847/6000000: episode: 2010, duration: 14.026s, episode steps: 626, steps per second:  45, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.596 [0.000, 5.000],  loss: 0.011644, mae: 2.067108, mean_q: 2.489216, mean_eps: 0.718493
 1408653/6000000: episode: 2011, duration: 19.470s, episode steps: 806, steps per second:  41, episode reward: 17.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.547 [0.000, 5.000],  loss: 0.013949, mae: 2.069295, mean_q: 2.491396, mean_eps: 0.718350
 1409314/6000000: episode: 2012, duration: 15.815s, episode steps: 661, steps per second:  42, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.623 [0.000, 5.000],  loss: 0.009947, mae: 2.063211, mean_q: 2.484348, mean_eps: 0.718203
 1410142/6000000: episode: 2013, duration: 19.084s, episode steps: 828, steps per second:  43, episode reward: 14.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.579 [0.000, 5.000],  loss: 0.012607, mae: 2.074273, mean_q: 2.496348, mean_eps: 0.718054
 1410821/6000000: episode: 2014, duration: 14.924s, episode steps: 679, steps per second:  45, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.728 [0.000, 5.000],  loss: 0.010924, mae: 2.118243, mean_q: 2.550662, mean_eps: 0.717904
 1411560/6000000: episode: 2015, duration: 16.444s, episode steps: 739, steps per second:  45, episode reward: 14.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.317 [0.000, 5.000],  loss: 0.013179, mae: 2.105468, mean_q: 2.536285, mean_eps: 0.717762
 1412487/6000000: episode: 2016, duration: 19.664s, episode steps: 927, steps per second:  47, episode reward: 20.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.366 [0.000, 5.000],  loss: 0.011960, mae: 2.105023, mean_q: 2.535258, mean_eps: 0.717596
 1413196/6000000: episode: 2017, duration: 15.224s, episode steps: 709, steps per second:  47, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.495 [0.000, 5.000],  loss: 0.012439, mae: 2.095102, mean_q: 2.523170, mean_eps: 0.717432
 1414158/6000000: episode: 2018, duration: 21.593s, episode steps: 962, steps per second:  45, episode reward: 21.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.519 [0.000, 5.000],  loss: 0.011185, mae: 2.095571, mean_q: 2.523511, mean_eps: 0.717265
 1414674/6000000: episode: 2019, duration: 11.461s, episode steps: 516, steps per second:  45, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.638 [0.000, 5.000],  loss: 0.011239, mae: 2.100310, mean_q: 2.528944, mean_eps: 0.717117
 1415805/6000000: episode: 2020, duration: 24.101s, episode steps: 1131, steps per second:  47, episode reward: 23.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.361 [0.000, 5.000],  loss: 0.011994, mae: 2.093383, mean_q: 2.521368, mean_eps: 0.716952
 1416422/6000000: episode: 2021, duration: 13.369s, episode steps: 617, steps per second:  46, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.712 [0.000, 5.000],  loss: 0.010491, mae: 2.075308, mean_q: 2.498428, mean_eps: 0.716777
 1417020/6000000: episode: 2022, duration: 12.957s, episode steps: 598, steps per second:  46, episode reward: 10.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.467 [0.000, 5.000],  loss: 0.012317, mae: 2.092640, mean_q: 2.519461, mean_eps: 0.716656
 1417700/6000000: episode: 2023, duration: 14.771s, episode steps: 680, steps per second:  46, episode reward: 13.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.328 [0.000, 5.000],  loss: 0.010823, mae: 2.088286, mean_q: 2.515504, mean_eps: 0.716528
 1418296/6000000: episode: 2024, duration: 12.217s, episode steps: 596, steps per second:  49, episode reward: 10.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.537 [0.000, 5.000],  loss: 0.012477, mae: 2.070340, mean_q: 2.491671, mean_eps: 0.716401
 1419196/6000000: episode: 2025, duration: 18.646s, episode steps: 900, steps per second:  48, episode reward: 16.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.608 [0.000, 5.000],  loss: 0.012689, mae: 2.087928, mean_q: 2.513734, mean_eps: 0.716251
 1420108/6000000: episode: 2026, duration: 19.306s, episode steps: 912, steps per second:  47, episode reward: 16.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.532 [0.000, 5.000],  loss: 0.011704, mae: 2.091158, mean_q: 2.517706, mean_eps: 0.716070
 1420825/6000000: episode: 2027, duration: 15.144s, episode steps: 717, steps per second:  47, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.420 [0.000, 5.000],  loss: 0.009465, mae: 2.093747, mean_q: 2.519943, mean_eps: 0.715907
 1421421/6000000: episode: 2028, duration: 12.560s, episode steps: 596, steps per second:  47, episode reward: 12.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.409 [0.000, 5.000],  loss: 0.012852, mae: 2.108094, mean_q: 2.537038, mean_eps: 0.715775
