Training for 1200000 steps ...
c:\Users\jgilg\anaconda3\envs\miar_rl\lib\site-packages\tensorflow\python\keras\engine\training.py:2424: UserWarning: `Model.state_updates` will be removed in a future version. This property should not be used in TensorFlow 2.0, as `updates` are applied automatically.
  warnings.warn('`Model.state_updates` will be removed in a future version. '
     420/1200000: episode: 1, duration: 1.941s, episode steps: 420, steps per second: 216, episode reward:  6.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.479 [0.000, 5.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  237086/1200000: episode: 352, duration: 14.982s, episode steps: 772, steps per second:  52, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.580 [0.000, 5.000],  loss: 0.010569, mae: 0.638255, mean_q: 0.781041, mean_eps: 0.644950
  238223/1200000: episode: 353, duration: 21.887s, episode steps: 1137, steps per second:  52, episode reward: 20.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.558 [0.000, 5.000],  loss: 0.009651, mae: 0.630916, mean_q: 0.774406, mean_eps: 0.643519
  239385/1200000: episode: 354, duration: 24.661s, episode steps: 1162, steps per second:  47, episode reward: 11.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.490 [0.000, 5.000],  loss: 0.010665, mae: 0.640591, mean_q: 0.786849, mean_eps: 0.641794
  239745/1200000: episode: 355, duration: 7.588s, episode steps: 360, steps per second:  47, episode reward:  4.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.014 [0.000, 5.000],  loss: 0.009282, mae: 0.612348, mean_q: 0.754109, mean_eps: 0.640651
  240961/1200000: episode: 356, duration: 26.615s, episode steps: 1216, steps per second:  46, episode reward: 21.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.307 [0.000, 5.000],  loss: 0.010320, mae: 0.652168, mean_q: 0.800725, mean_eps: 0.639469
  241768/1200000: episode: 357, duration: 18.550s, episode steps: 807, steps per second:  44, episode reward: 14.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.186 [0.000, 5.000],  loss: 0.010172, mae: 0.655981, mean_q: 0.802914, mean_eps: 0.637954
  242490/1200000: episode: 358, duration: 17.897s, episode steps: 722, steps per second:  40, episode reward:  9.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.489 [0.000, 5.000],  loss: 0.010107, mae: 0.660768, mean_q: 0.808400, mean_eps: 0.636808
  243034/1200000: episode: 359, duration: 11.911s, episode steps: 544, steps per second:  46, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.684 [0.000, 5.000],  loss: 0.009111, mae: 0.664915, mean_q: 0.815326, mean_eps: 0.635857
  243532/1200000: episode: 360, duration: 9.551s, episode steps: 498, steps per second:  52, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.506 [0.000, 5.000],  loss: 0.009778, mae: 0.662112, mean_q: 0.810639, mean_eps: 0.635077
  244060/1200000: episode: 361, duration: 10.424s, episode steps: 528, steps per second:  51, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.424 [0.000, 5.000],  loss: 0.010706, mae: 0.675504, mean_q: 0.829340, mean_eps: 0.634309
  244601/1200000: episode: 362, duration: 11.718s, episode steps: 541, steps per second:  46, episode reward: 12.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.438 [0.000, 5.000],  loss: 0.012648, mae: 0.677930, mean_q: 0.830905, mean_eps: 0.633505
  245575/1200000: episode: 363, duration: 18.637s, episode steps: 974, steps per second:  52, episode reward: 15.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.679 [0.000, 5.000],  loss: 0.010139, mae: 0.665635, mean_q: 0.815198, mean_eps: 0.632368
  246103/1200000: episode: 364, duration: 11.179s, episode steps: 528, steps per second:  47, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.422 [0.000, 5.000],  loss: 0.011104, mae: 0.665732, mean_q: 0.815877, mean_eps: 0.631243
  246489/1200000: episode: 365, duration: 8.079s, episode steps: 386, steps per second:  48, episode reward:  8.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.153 [0.000, 5.000],  loss: 0.009942, mae: 0.664414, mean_q: 0.814949, mean_eps: 0.630556
  247238/1200000: episode: 366, duration: 15.647s, episode steps: 749, steps per second:  48, episode reward: 18.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.477 [0.000, 5.000],  loss: 0.010931, mae: 0.671566, mean_q: 0.823892, mean_eps: 0.629704
  248218/1200000: episode: 367, duration: 20.399s, episode steps: 980, steps per second:  48, episode reward: 19.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.314 [0.000, 5.000],  loss: 0.009979, mae: 0.657958, mean_q: 0.805979, mean_eps: 0.628408
  248861/1200000: episode: 368, duration: 14.152s, episode steps: 643, steps per second:  45, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.370 [0.000, 5.000],  loss: 0.010315, mae: 0.663342, mean_q: 0.812666, mean_eps: 0.627190
  249272/1200000: episode: 369, duration: 8.975s, episode steps: 411, steps per second:  46, episode reward:  8.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.672 [0.000, 5.000],  loss: 0.010852, mae: 0.664615, mean_q: 0.813730, mean_eps: 0.626401
  249856/1200000: episode: 370, duration: 12.803s, episode steps: 584, steps per second:  46, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.687 [0.000, 5.000],  loss: 0.010815, mae: 0.666136, mean_q: 0.816488, mean_eps: 0.625657
  250445/1200000: episode: 371, duration: 12.453s, episode steps: 589, steps per second:  47, episode reward:  7.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.445 [0.000, 5.000],  loss: 0.010496, mae: 0.702398, mean_q: 0.863351, mean_eps: 0.624775
  251355/1200000: episode: 372, duration: 18.205s, episode steps: 910, steps per second:  50, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.414 [0.000, 5.000],  loss: 0.009577, mae: 0.696204, mean_q: 0.853924, mean_eps: 0.623650
  251763/1200000: episode: 373, duration: 8.864s, episode steps: 408, steps per second:  46, episode reward:  9.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.284 [0.000, 5.000],  loss: 0.011127, mae: 0.697598, mean_q: 0.856520, mean_eps: 0.622663
  252603/1200000: episode: 374, duration: 15.526s, episode steps: 840, steps per second:  54, episode reward: 15.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.238 [0.000, 5.000],  loss: 0.011161, mae: 0.701166, mean_q: 0.860215, mean_eps: 0.621727
  253379/1200000: episode: 375, duration: 15.096s, episode steps: 776, steps per second:  51, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.347 [0.000, 5.000],  loss: 0.011075, mae: 0.687425, mean_q: 0.842907, mean_eps: 0.620515
  253888/1200000: episode: 376, duration: 9.911s, episode steps: 509, steps per second:  51, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.204 [0.000, 5.000],  loss: 0.008649, mae: 0.681700, mean_q: 0.836556, mean_eps: 0.619552
  254590/1200000: episode: 377, duration: 13.424s, episode steps: 702, steps per second:  52, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.343 [0.000, 5.000],  loss: 0.010327, mae: 0.686892, mean_q: 0.842332, mean_eps: 0.618643
  255373/1200000: episode: 378, duration: 14.796s, episode steps: 783, steps per second:  53, episode reward: 14.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.373 [0.000, 5.000],  loss: 0.010682, mae: 0.708113, mean_q: 0.867765, mean_eps: 0.617527
  255897/1200000: episode: 379, duration: 9.487s, episode steps: 524, steps per second:  55, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.414 [0.000, 5.000],  loss: 0.009824, mae: 0.691726, mean_q: 0.846856, mean_eps: 0.616546
  256297/1200000: episode: 380, duration: 8.123s, episode steps: 400, steps per second:  49, episode reward:  8.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.330 [0.000, 5.000],  loss: 0.009658, mae: 0.691473, mean_q: 0.848028, mean_eps: 0.615853
  256634/1200000: episode: 381, duration: 6.568s, episode steps: 337, steps per second:  51, episode reward:  6.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.807 [0.000, 5.000],  loss: 0.009380, mae: 0.676800, mean_q: 0.827532, mean_eps: 0.615301
  257392/1200000: episode: 382, duration: 15.217s, episode steps: 758, steps per second:  50, episode reward: 16.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.405 [0.000, 5.000],  loss: 0.009473, mae: 0.699002, mean_q: 0.855055, mean_eps: 0.614482
  257776/1200000: episode: 383, duration: 7.858s, episode steps: 384, steps per second:  49, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.742 [0.000, 5.000],  loss: 0.010020, mae: 0.696435, mean_q: 0.851712, mean_eps: 0.613627
  258559/1200000: episode: 384, duration: 16.306s, episode steps: 783, steps per second:  48, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.549 [0.000, 5.000],  loss: 0.010102, mae: 0.705459, mean_q: 0.862198, mean_eps: 0.612751
  259275/1200000: episode: 385, duration: 14.515s, episode steps: 716, steps per second:  49, episode reward: 11.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.409 [0.000, 5.000],  loss: 0.012798, mae: 0.701533, mean_q: 0.857698, mean_eps: 0.611626
  259801/1200000: episode: 386, duration: 11.131s, episode steps: 526, steps per second:  47, episode reward: 11.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.696 [0.000, 5.000],  loss: 0.011252, mae: 0.701468, mean_q: 0.859259, mean_eps: 0.610693
  260288/1200000: episode: 387, duration: 10.077s, episode steps: 487, steps per second:  48, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.478 [0.000, 5.000],  loss: 0.010784, mae: 0.701218, mean_q: 0.859308, mean_eps: 0.609934
  260837/1200000: episode: 388, duration: 10.135s, episode steps: 549, steps per second:  54, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.774 [0.000, 5.000],  loss: 0.011740, mae: 0.723228, mean_q: 0.886961, mean_eps: 0.609157
  261434/1200000: episode: 389, duration: 10.709s, episode steps: 597, steps per second:  56, episode reward: 10.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.553 [0.000, 5.000],  loss: 0.010492, mae: 0.705118, mean_q: 0.863814, mean_eps: 0.608296
  262079/1200000: episode: 390, duration: 11.792s, episode steps: 645, steps per second:  55, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.350 [0.000, 5.000],  loss: 0.012611, mae: 0.714344, mean_q: 0.875496, mean_eps: 0.607366
  262560/1200000: episode: 391, duration: 9.564s, episode steps: 481, steps per second:  50, episode reward:  9.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.547 [0.000, 5.000],  loss: 0.011592, mae: 0.711850, mean_q: 0.873120, mean_eps: 0.606523
  263331/1200000: episode: 392, duration: 14.773s, episode steps: 771, steps per second:  52, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.368 [0.000, 5.000],  loss: 0.010940, mae: 0.718309, mean_q: 0.880725, mean_eps: 0.605584
  263819/1200000: episode: 393, duration: 8.895s, episode steps: 488, steps per second:  55, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.518 [0.000, 5.000],  loss: 0.011204, mae: 0.721574, mean_q: 0.883195, mean_eps: 0.604639
  264317/1200000: episode: 394, duration: 9.325s, episode steps: 498, steps per second:  53, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.337 [0.000, 5.000],  loss: 0.010960, mae: 0.702492, mean_q: 0.860399, mean_eps: 0.603898
  264719/1200000: episode: 395, duration: 7.581s, episode steps: 402, steps per second:  53, episode reward:  6.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 1.985 [0.000, 5.000],  loss: 0.011192, mae: 0.716766, mean_q: 0.878689, mean_eps: 0.603223
  265443/1200000: episode: 396, duration: 13.509s, episode steps: 724, steps per second:  54, episode reward: 11.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.221 [0.000, 5.000],  loss: 0.010299, mae: 0.715519, mean_q: 0.878922, mean_eps: 0.602380
  265973/1200000: episode: 397, duration: 10.039s, episode steps: 530, steps per second:  53, episode reward: 11.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.474 [0.000, 5.000],  loss: 0.010508, mae: 0.708981, mean_q: 0.870022, mean_eps: 0.601438
  266515/1200000: episode: 398, duration: 9.920s, episode steps: 542, steps per second:  55, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.057 [0.000, 5.000],  loss: 0.014145, mae: 0.706773, mean_q: 0.864149, mean_eps: 0.600634
  267333/1200000: episode: 399, duration: 15.920s, episode steps: 818, steps per second:  51, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.419 [0.000, 5.000],  loss: 0.009641, mae: 0.715221, mean_q: 0.876689, mean_eps: 0.599614
  267932/1200000: episode: 400, duration: 10.916s, episode steps: 599, steps per second:  55, episode reward: 10.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.362 [0.000, 5.000],  loss: 0.010829, mae: 0.714097, mean_q: 0.873657, mean_eps: 0.598552
  268460/1200000: episode: 401, duration: 10.961s, episode steps: 528, steps per second:  48, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.549 [0.000, 5.000],  loss: 0.009369, mae: 0.703617, mean_q: 0.863682, mean_eps: 0.597709
  269287/1200000: episode: 402, duration: 18.033s, episode steps: 827, steps per second:  46, episode reward: 18.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.594 [0.000, 5.000],  loss: 0.011728, mae: 0.709142, mean_q: 0.868075, mean_eps: 0.596692
  270113/1200000: episode: 403, duration: 17.037s, episode steps: 826, steps per second:  48, episode reward: 20.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.200 [0.000, 5.000],  loss: 0.011578, mae: 0.719387, mean_q: 0.878934, mean_eps: 0.595450
  270758/1200000: episode: 404, duration: 13.822s, episode steps: 645, steps per second:  47, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.353 [0.000, 5.000],  loss: 0.011180, mae: 0.741543, mean_q: 0.908219, mean_eps: 0.594346
  271518/1200000: episode: 405, duration: 15.518s, episode steps: 760, steps per second:  49, episode reward: 14.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.139 [0.000, 5.000],  loss: 0.011719, mae: 0.746035, mean_q: 0.912758, mean_eps: 0.593293
  272010/1200000: episode: 406, duration: 10.022s, episode steps: 492, steps per second:  49, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.280 [0.000, 5.000],  loss: 0.010978, mae: 0.746336, mean_q: 0.914555, mean_eps: 0.592354
  272669/1200000: episode: 407, duration: 13.097s, episode steps: 659, steps per second:  50, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.631 [0.000, 5.000],  loss: 0.010311, mae: 0.756832, mean_q: 0.925640, mean_eps: 0.591490
  273506/1200000: episode: 408, duration: 16.526s, episode steps: 837, steps per second:  51, episode reward: 19.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.311 [0.000, 5.000],  loss: 0.010280, mae: 0.743597, mean_q: 0.910809, mean_eps: 0.590368
  274055/1200000: episode: 409, duration: 10.479s, episode steps: 549, steps per second:  52, episode reward: 11.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.485 [0.000, 5.000],  loss: 0.011447, mae: 0.742821, mean_q: 0.909744, mean_eps: 0.589330
  274843/1200000: episode: 410, duration: 15.897s, episode steps: 788, steps per second:  50, episode reward: 14.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.538 [0.000, 5.000],  loss: 0.010268, mae: 0.738022, mean_q: 0.904242, mean_eps: 0.588328
  275468/1200000: episode: 411, duration: 13.013s, episode steps: 625, steps per second:  48, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.542 [0.000, 5.000],  loss: 0.010096, mae: 0.744716, mean_q: 0.912754, mean_eps: 0.587269
  276176/1200000: episode: 412, duration: 14.242s, episode steps: 708, steps per second:  50, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.747 [0.000, 5.000],  loss: 0.011805, mae: 0.742187, mean_q: 0.907637, mean_eps: 0.586270
  277279/1200000: episode: 413, duration: 21.954s, episode steps: 1103, steps per second:  50, episode reward: 14.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.490 [0.000, 5.000],  loss: 0.011417, mae: 0.741013, mean_q: 0.908751, mean_eps: 0.584911
  278198/1200000: episode: 414, duration: 18.511s, episode steps: 919, steps per second:  50, episode reward: 10.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.496 [0.000, 5.000],  loss: 0.010678, mae: 0.745051, mean_q: 0.914230, mean_eps: 0.583393
  278836/1200000: episode: 415, duration: 11.849s, episode steps: 638, steps per second:  54, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.828 [0.000, 5.000],  loss: 0.009884, mae: 0.732234, mean_q: 0.896790, mean_eps: 0.582226
  279299/1200000: episode: 416, duration: 8.040s, episode steps: 463, steps per second:  58, episode reward:  9.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.419 [0.000, 5.000],  loss: 0.010459, mae: 0.745970, mean_q: 0.913581, mean_eps: 0.581401
  279966/1200000: episode: 417, duration: 11.891s, episode steps: 667, steps per second:  56, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.286 [0.000, 5.000],  loss: 0.012426, mae: 0.739518, mean_q: 0.904962, mean_eps: 0.580552
  280636/1200000: episode: 418, duration: 12.995s, episode steps: 670, steps per second:  52, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.518 [0.000, 5.000],  loss: 0.012643, mae: 0.765397, mean_q: 0.936239, mean_eps: 0.579550
  281396/1200000: episode: 419, duration: 15.462s, episode steps: 760, steps per second:  49, episode reward: 16.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.663 [0.000, 5.000],  loss: 0.009699, mae: 0.765417, mean_q: 0.937463, mean_eps: 0.578479
  282088/1200000: episode: 420, duration: 13.358s, episode steps: 692, steps per second:  52, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.754 [0.000, 5.000],  loss: 0.010955, mae: 0.762532, mean_q: 0.933223, mean_eps: 0.577390
  282601/1200000: episode: 421, duration: 9.938s, episode steps: 513, steps per second:  52, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.468 [0.000, 5.000],  loss: 0.010405, mae: 0.759126, mean_q: 0.930315, mean_eps: 0.576484
  283577/1200000: episode: 422, duration: 18.336s, episode steps: 976, steps per second:  53, episode reward: 13.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.417 [0.000, 5.000],  loss: 0.010365, mae: 0.770911, mean_q: 0.945654, mean_eps: 0.575365
